"","Date","Precip.MM","MonthNumber","Month","Year","Season"
"1389",1826-09-28,72.8,9,"Sep",1826,"Autumn"
"1390",1826-10-28,109.1,10,"Oct",1826,"Autumn"
"1391",1826-11-28,76.3,11,"Nov",1826,"Autumn"
"1392",1826-12-28,83.4,12,"Dec",1826,"Winter"
"1393",1827-01-28,78.9,1,"Jan",1827,"Winter"
"1394",1827-02-28,42.1,2,"Feb",1827,"Winter"
"1395",1827-03-28,155.7,3,"Mar",1827,"Spring"
"1396",1827-04-28,55.7,4,"Apr",1827,"Spring"
"1397",1827-05-28,90.4,5,"May",1827,"Spring"
"1398",1827-06-28,91.5,6,"Jun",1827,"Summer"
"1399",1827-07-28,66.3,7,"Jul",1827,"Summer"
"1400",1827-08-28,92.5,8,"Aug",1827,"Summer"
"1401",1827-09-28,70.5,9,"Sep",1827,"Autumn"
"1402",1827-10-28,92.5,10,"Oct",1827,"Autumn"
"1403",1827-11-28,65.2,11,"Nov",1827,"Autumn"
"1404",1827-12-28,150.4,12,"Dec",1827,"Winter"
"1405",1828-01-28,125.7,1,"Jan",1828,"Winter"
"1406",1828-02-28,101.3,2,"Feb",1828,"Winter"
"1407",1828-03-28,62.2,3,"Mar",1828,"Spring"
"1408",1828-04-28,113.5,4,"Apr",1828,"Spring"
"1409",1828-05-28,62.2,5,"May",1828,"Spring"
"1410",1828-06-28,67.1,6,"Jun",1828,"Summer"
"1411",1828-07-28,153.8,7,"Jul",1828,"Summer"
"1412",1828-08-28,119.6,8,"Aug",1828,"Summer"
"1413",1828-09-28,64.7,9,"Sep",1828,"Autumn"
"1414",1828-10-28,70.8,10,"Oct",1828,"Autumn"
"1415",1828-11-28,119.6,11,"Nov",1828,"Autumn"
"1416",1828-12-28,159.9,12,"Dec",1828,"Winter"
"1417",1829-01-28,41.1,1,"Jan",1829,"Winter"
"1418",1829-02-28,59.7,2,"Feb",1829,"Winter"
"1419",1829-03-28,42.1,3,"Mar",1829,"Spring"
"1420",1829-04-28,111.6,4,"Apr",1829,"Spring"
"1421",1829-05-28,40.2,5,"May",1829,"Spring"
"1422",1829-06-28,72.5,6,"Jun",1829,"Summer"
"1423",1829-07-28,109.7,7,"Jul",1829,"Summer"
"1424",1829-08-28,183.1,8,"Aug",1829,"Summer"
"1425",1829-09-28,83.2,9,"Sep",1829,"Autumn"
"1426",1829-10-28,116.5,10,"Oct",1829,"Autumn"
"1427",1829-11-28,62.7,11,"Nov",1829,"Autumn"
"1428",1829-12-28,56.8,12,"Dec",1829,"Winter"
"1429",1830-01-28,40.1,1,"Jan",1830,"Winter"
"1430",1830-02-28,72.1,2,"Feb",1830,"Winter"
"1431",1830-03-28,68.1,3,"Mar",1830,"Spring"
"1432",1830-04-28,79.2,4,"Apr",1830,"Spring"
"1433",1830-05-28,80.2,5,"May",1830,"Spring"
"1434",1830-06-28,61.1,6,"Jun",1830,"Summer"
"1435",1830-07-28,105.2,7,"Jul",1830,"Summer"
"1436",1830-08-28,81.2,8,"Aug",1830,"Summer"
"1437",1830-09-28,130.3,9,"Sep",1830,"Autumn"
"1438",1830-10-28,63.1,10,"Oct",1830,"Autumn"
"1439",1830-11-28,120.2,11,"Nov",1830,"Autumn"
"1440",1830-12-28,101.2,12,"Dec",1830,"Winter"
"1441",1831-01-28,45.1,1,"Jan",1831,"Winter"
"1442",1831-02-28,91.2,2,"Feb",1831,"Winter"
"1443",1831-03-28,109.2,3,"Mar",1831,"Spring"
"1444",1831-04-28,42.8,4,"Apr",1831,"Spring"
"1445",1831-05-28,21.4,5,"May",1831,"Spring"
"1446",1831-06-28,71,6,"Jun",1831,"Summer"
"1447",1831-07-28,84.5,7,"Jul",1831,"Summer"
"1448",1831-08-28,74.3,8,"Aug",1831,"Summer"
"1449",1831-09-28,84.5,9,"Sep",1831,"Autumn"
"1450",1831-10-28,146.4,10,"Oct",1831,"Autumn"
"1451",1831-11-28,194.8,11,"Nov",1831,"Autumn"
"1452",1831-12-28,161.1,12,"Dec",1831,"Winter"
"1453",1832-01-28,46.8,1,"Jan",1832,"Winter"
"1454",1832-02-28,56.3,2,"Feb",1832,"Winter"
"1455",1832-03-28,80.2,3,"Mar",1832,"Spring"
"1456",1832-04-28,57.3,4,"Apr",1832,"Spring"
"1457",1832-05-28,42,5,"May",1832,"Spring"
"1458",1832-06-28,94.5,6,"Jun",1832,"Summer"
"1459",1832-07-28,42,7,"Jul",1832,"Summer"
"1460",1832-08-28,108.8,8,"Aug",1832,"Summer"
"1461",1832-09-28,40.1,9,"Sep",1832,"Autumn"
"1462",1832-10-28,113.6,10,"Oct",1832,"Autumn"
"1463",1832-11-28,127.9,11,"Nov",1832,"Autumn"
"1464",1832-12-28,145.1,12,"Dec",1832,"Winter"
"1465",1833-01-28,24.4,1,"Jan",1833,"Winter"
"1466",1833-02-28,137,2,"Feb",1833,"Winter"
"1467",1833-03-28,34.8,3,"Mar",1833,"Spring"
"1468",1833-04-28,69.7,4,"Apr",1833,"Spring"
"1469",1833-05-28,47.6,5,"May",1833,"Spring"
"1470",1833-06-28,126.5,6,"Jun",1833,"Summer"
"1471",1833-07-28,70.8,7,"Jul",1833,"Summer"
"1472",1833-08-28,51.1,8,"Aug",1833,"Summer"
"1473",1833-09-28,117.2,9,"Sep",1833,"Autumn"
"1474",1833-10-28,118.4,10,"Oct",1833,"Autumn"
"1475",1833-11-28,159,11,"Nov",1833,"Autumn"
"1476",1833-12-28,204.3,12,"Dec",1833,"Winter"
"1477",1834-01-28,184.3,1,"Jan",1834,"Winter"
"1478",1834-02-28,98.2,2,"Feb",1834,"Winter"
"1479",1834-03-28,65.8,3,"Mar",1834,"Spring"
"1480",1834-04-28,14.2,4,"Apr",1834,"Spring"
"1481",1834-05-28,45.6,5,"May",1834,"Spring"
"1482",1834-06-28,101.3,6,"Jun",1834,"Summer"
"1483",1834-07-28,113.4,7,"Jul",1834,"Summer"
"1484",1834-08-28,82,8,"Aug",1834,"Summer"
"1485",1834-09-28,79,9,"Sep",1834,"Autumn"
"1486",1834-10-28,88.1,10,"Oct",1834,"Autumn"
"1487",1834-11-28,78,11,"Nov",1834,"Autumn"
"1488",1834-12-28,62.8,12,"Dec",1834,"Winter"
"1489",1835-01-28,82.7,1,"Jan",1835,"Winter"
"1490",1835-02-28,145.5,2,"Feb",1835,"Winter"
"1491",1835-03-28,88.2,3,"Mar",1835,"Spring"
"1492",1835-04-28,29.8,4,"Apr",1835,"Spring"
"1493",1835-05-28,105.8,5,"May",1835,"Spring"
"1494",1835-06-28,38.6,6,"Jun",1835,"Summer"
"1495",1835-07-28,83.8,7,"Jul",1835,"Summer"
"1496",1835-08-28,76.1,8,"Aug",1835,"Summer"
"1497",1835-09-28,137.8,9,"Sep",1835,"Autumn"
"1498",1835-10-28,114.7,10,"Oct",1835,"Autumn"
"1499",1835-11-28,137.8,11,"Nov",1835,"Autumn"
"1500",1835-12-28,61.7,12,"Dec",1835,"Winter"
"1501",1836-01-28,98.2,1,"Jan",1836,"Winter"
"1502",1836-02-28,47.5,2,"Feb",1836,"Winter"
"1503",1836-03-28,115.9,3,"Mar",1836,"Spring"
"1504",1836-04-28,56.3,4,"Apr",1836,"Spring"
"1505",1836-05-28,8.8,5,"May",1836,"Spring"
"1506",1836-06-28,83.9,6,"Jun",1836,"Summer"
"1507",1836-07-28,143.5,7,"Jul",1836,"Summer"
"1508",1836-08-28,59.6,8,"Aug",1836,"Summer"
"1509",1836-09-28,128,9,"Sep",1836,"Autumn"
"1510",1836-10-28,125.8,10,"Oct",1836,"Autumn"
"1511",1836-11-28,140.2,11,"Nov",1836,"Autumn"
"1512",1836-12-28,96,12,"Dec",1836,"Winter"
"1513",1837-01-28,62.8,1,"Jan",1837,"Winter"
"1514",1837-02-28,118.6,2,"Feb",1837,"Winter"
"1515",1837-03-28,35.9,3,"Mar",1837,"Spring"
"1516",1837-04-28,63.8,4,"Apr",1837,"Spring"
"1517",1837-05-28,53.8,5,"May",1837,"Spring"
"1518",1837-06-28,61.8,6,"Jun",1837,"Summer"
"1519",1837-07-28,116.6,7,"Jul",1837,"Summer"
"1520",1837-08-28,71.8,8,"Aug",1837,"Summer"
"1521",1837-09-28,79.7,9,"Sep",1837,"Autumn"
"1522",1837-10-28,100.7,10,"Oct",1837,"Autumn"
"1523",1837-11-28,109.6,11,"Nov",1837,"Autumn"
"1524",1837-12-28,121.6,12,"Dec",1837,"Winter"
"1525",1838-01-28,53.8,1,"Jan",1838,"Winter"
"1526",1838-02-28,83.8,2,"Feb",1838,"Winter"
"1527",1838-03-28,85.9,3,"Mar",1838,"Spring"
"1528",1838-04-28,75.5,4,"Apr",1838,"Spring"
"1529",1838-05-28,47.6,5,"May",1838,"Spring"
"1530",1838-06-28,97.2,6,"Jun",1838,"Summer"
"1531",1838-07-28,106.5,7,"Jul",1838,"Summer"
"1532",1838-08-28,114.8,8,"Aug",1838,"Summer"
"1533",1838-09-28,59,9,"Sep",1838,"Autumn"
"1534",1838-10-28,84.8,10,"Oct",1838,"Autumn"
"1535",1838-11-28,143.8,11,"Nov",1838,"Autumn"
"1536",1838-12-28,81.7,12,"Dec",1838,"Winter"
"1537",1839-01-28,76,1,"Jan",1839,"Winter"
"1538",1839-02-28,78.3,2,"Feb",1839,"Winter"
"1539",1839-03-28,92.1,3,"Mar",1839,"Spring"
"1540",1839-04-28,51.8,4,"Apr",1839,"Spring"
"1541",1839-05-28,23,5,"May",1839,"Spring"
"1542",1839-06-28,89.8,6,"Jun",1839,"Summer"
"1543",1839-07-28,127.8,7,"Jul",1839,"Summer"
"1544",1839-08-28,110.5,8,"Aug",1839,"Summer"
"1545",1839-09-28,163.5,9,"Sep",1839,"Autumn"
"1546",1839-10-28,117.4,10,"Oct",1839,"Autumn"
"1547",1839-11-28,108.2,11,"Nov",1839,"Autumn"
"1548",1839-12-28,112.8,12,"Dec",1839,"Winter"
"1549",1840-01-28,133.8,1,"Jan",1840,"Winter"
"1550",1840-02-28,72.4,2,"Feb",1840,"Winter"
"1551",1840-03-28,11.9,3,"Mar",1840,"Spring"
"1552",1840-04-28,28.4,4,"Apr",1840,"Spring"
"1553",1840-05-28,83.4,5,"May",1840,"Spring"
"1554",1840-06-28,68.7,6,"Jun",1840,"Summer"
"1555",1840-07-28,86.2,7,"Jul",1840,"Summer"
"1556",1840-08-28,100.8,8,"Aug",1840,"Summer"
"1557",1840-09-28,77.9,9,"Sep",1840,"Autumn"
"1558",1840-10-28,48.6,10,"Oct",1840,"Autumn"
"1559",1840-11-28,121,11,"Nov",1840,"Autumn"
"1560",1840-12-28,83.4,12,"Dec",1840,"Winter"
"1561",1841-01-28,66.5,1,"Jan",1841,"Winter"
"1562",1841-02-28,69.7,2,"Feb",1841,"Winter"
"1563",1841-03-28,90.5,3,"Mar",1841,"Spring"
"1564",1841-04-28,52,4,"Apr",1841,"Spring"
"1565",1841-05-28,64.5,5,"May",1841,"Spring"
"1566",1841-06-28,67.6,6,"Jun",1841,"Summer"
"1567",1841-07-28,81.1,7,"Jul",1841,"Summer"
"1568",1841-08-28,108.1,8,"Aug",1841,"Summer"
"1569",1841-09-28,93.6,9,"Sep",1841,"Autumn"
"1570",1841-10-28,138.3,10,"Oct",1841,"Autumn"
"1571",1841-11-28,104,11,"Nov",1841,"Autumn"
"1572",1841-12-28,104,12,"Dec",1841,"Winter"
"1573",1842-01-28,89.2,1,"Jan",1842,"Winter"
"1574",1842-02-28,95.2,2,"Feb",1842,"Winter"
"1575",1842-03-28,93.2,3,"Mar",1842,"Spring"
"1576",1842-04-28,16.8,4,"Apr",1842,"Spring"
"1577",1842-05-28,98.1,5,"May",1842,"Spring"
"1578",1842-06-28,60.5,6,"Jun",1842,"Summer"
"1579",1842-07-28,105.1,7,"Jul",1842,"Summer"
"1580",1842-08-28,50.5,8,"Aug",1842,"Summer"
"1581",1842-09-28,93.2,9,"Sep",1842,"Autumn"
"1582",1842-10-28,57.5,10,"Oct",1842,"Autumn"
"1583",1842-11-28,157.6,11,"Nov",1842,"Autumn"
"1584",1842-12-28,74.3,12,"Dec",1842,"Winter"
"1585",1843-01-28,81.8,1,"Jan",1843,"Winter"
"1586",1843-02-28,53.2,2,"Feb",1843,"Winter"
"1587",1843-03-28,61.1,3,"Mar",1843,"Spring"
"1588",1843-04-28,102.5,4,"Apr",1843,"Spring"
"1589",1843-05-28,116.3,5,"May",1843,"Spring"
"1590",1843-06-28,76.9,6,"Jun",1843,"Summer"
"1591",1843-07-28,77.9,7,"Jul",1843,"Summer"
"1592",1843-08-28,97.6,8,"Aug",1843,"Summer"
"1593",1843-09-28,46.3,9,"Sep",1843,"Autumn"
"1594",1843-10-28,125.2,10,"Oct",1843,"Autumn"
"1595",1843-11-28,104.5,11,"Nov",1843,"Autumn"
"1596",1843-12-28,42.4,12,"Dec",1843,"Winter"
"1597",1844-01-28,70.9,1,"Jan",1844,"Winter"
"1598",1844-02-28,104,2,"Feb",1844,"Winter"
"1599",1844-03-28,79.4,3,"Mar",1844,"Spring"
"1600",1844-04-28,38.8,4,"Apr",1844,"Spring"
"1601",1844-05-28,7.6,5,"May",1844,"Spring"
"1602",1844-06-28,73.8,6,"Jun",1844,"Summer"
"1603",1844-07-28,75.7,7,"Jul",1844,"Summer"
"1604",1844-08-28,106.9,8,"Aug",1844,"Summer"
"1605",1844-09-28,68.1,9,"Sep",1844,"Autumn"
"1606",1844-10-28,142.8,10,"Oct",1844,"Autumn"
"1607",1844-11-28,115.4,11,"Nov",1844,"Autumn"
"1608",1844-12-28,62.4,12,"Dec",1844,"Winter"
"1609",1845-01-28,140.5,1,"Jan",1845,"Winter"
"1610",1845-02-28,46.5,2,"Feb",1845,"Winter"
"1611",1845-03-28,50.8,3,"Mar",1845,"Spring"
"1612",1845-04-28,65.9,4,"Apr",1845,"Spring"
"1613",1845-05-28,46.5,5,"May",1845,"Spring"
"1614",1845-06-28,105.9,6,"Jun",1845,"Summer"
"1615",1845-07-28,117.8,7,"Jul",1845,"Summer"
"1616",1845-08-28,78.9,8,"Aug",1845,"Summer"
"1617",1845-09-28,65.9,9,"Sep",1845,"Autumn"
"1618",1845-10-28,123.2,10,"Oct",1845,"Autumn"
"1619",1845-11-28,135.1,11,"Nov",1845,"Autumn"
"1620",1845-12-28,103.8,12,"Dec",1845,"Winter"
"1621",1846-01-28,125.5,1,"Jan",1846,"Winter"
"1622",1846-02-28,61.5,2,"Feb",1846,"Winter"
"1623",1846-03-28,111.3,3,"Mar",1846,"Spring"
"1624",1846-04-28,134.9,4,"Apr",1846,"Spring"
"1625",1846-05-28,61.5,5,"May",1846,"Spring"
"1626",1846-06-28,54.4,6,"Jun",1846,"Summer"
"1627",1846-07-28,98.2,7,"Jul",1846,"Summer"
"1628",1846-08-28,136.1,8,"Aug",1846,"Summer"
"1629",1846-09-28,79.3,9,"Sep",1846,"Autumn"
"1630",1846-10-28,156.2,10,"Oct",1846,"Autumn"
"1631",1846-11-28,120.7,11,"Nov",1846,"Autumn"
"1632",1846-12-28,43.8,12,"Dec",1846,"Winter"
"1633",1847-01-28,113.2,1,"Jan",1847,"Winter"
"1634",1847-02-28,67.9,2,"Feb",1847,"Winter"
"1635",1847-03-28,54.5,3,"Mar",1847,"Spring"
"1636",1847-04-28,88.5,4,"Apr",1847,"Spring"
"1637",1847-05-28,111.1,5,"May",1847,"Spring"
"1638",1847-06-28,47.3,6,"Jun",1847,"Summer"
"1639",1847-07-28,39.1,7,"Jul",1847,"Summer"
"1640",1847-08-28,48.4,8,"Aug",1847,"Summer"
"1641",1847-09-28,66.9,9,"Sep",1847,"Autumn"
"1642",1847-10-28,86.4,10,"Oct",1847,"Autumn"
"1643",1847-11-28,113.2,11,"Nov",1847,"Autumn"
"1644",1847-12-28,192.4,12,"Dec",1847,"Winter"
"1645",1848-01-28,79.4,1,"Jan",1848,"Winter"
"1646",1848-02-28,144.7,2,"Feb",1848,"Winter"
"1647",1848-03-28,93.7,3,"Mar",1848,"Spring"
"1648",1848-04-28,97.2,4,"Apr",1848,"Spring"
"1649",1848-05-28,37.9,5,"May",1848,"Spring"
"1650",1848-06-28,98.4,6,"Jun",1848,"Summer"
"1651",1848-07-28,88.9,7,"Jul",1848,"Summer"
"1652",1848-08-28,170.7,8,"Aug",1848,"Summer"
"1653",1848-09-28,77.1,9,"Sep",1848,"Autumn"
"1654",1848-10-28,119.8,10,"Oct",1848,"Autumn"
"1655",1848-11-28,64,11,"Nov",1848,"Autumn"
"1656",1848-12-28,113.8,12,"Dec",1848,"Winter"
"1657",1849-01-28,114.5,1,"Jan",1849,"Winter"
"1658",1849-02-28,45.4,2,"Feb",1849,"Winter"
"1659",1849-03-28,37.8,3,"Mar",1849,"Spring"
"1660",1849-04-28,103.7,4,"Apr",1849,"Spring"
"1661",1849-05-28,82.1,5,"May",1849,"Spring"
"1662",1849-06-28,19.4,6,"Jun",1849,"Summer"
"1663",1849-07-28,86.4,7,"Jul",1849,"Summer"
"1664",1849-08-28,103.7,8,"Aug",1849,"Summer"
"1665",1849-09-28,142.5,9,"Sep",1849,"Autumn"
"1666",1849-10-28,130.7,10,"Oct",1849,"Autumn"
"1667",1849-11-28,93.9,11,"Nov",1849,"Autumn"
"1668",1849-12-28,119.9,12,"Dec",1849,"Winter"
"1669",1850-01-28,113.5,1,"Jan",1850,"Winter"
"1670",1850-02-28,86.4,2,"Feb",1850,"Winter"
"1671",1850-03-28,38.6,3,"Mar",1850,"Spring"
"1672",1850-04-28,138.3,4,"Apr",1850,"Spring"
"1673",1850-05-28,59.7,5,"May",1850,"Spring"
"1674",1850-06-28,54.5,6,"Jun",1850,"Summer"
"1675",1850-07-28,103.4,7,"Jul",1850,"Summer"
"1676",1850-08-28,76.3,8,"Aug",1850,"Summer"
"1677",1850-09-28,70.5,9,"Sep",1850,"Autumn"
"1678",1850-10-28,62.7,10,"Oct",1850,"Autumn"
"1679",1850-11-28,113.1,11,"Nov",1850,"Autumn"
"1680",1850-12-28,104,12,"Dec",1850,"Winter"
"1681",1851-01-28,195,1,"Jan",1851,"Winter"
"1682",1851-02-28,55.2,2,"Feb",1851,"Winter"
"1683",1851-03-28,79.9,3,"Mar",1851,"Spring"
"1684",1851-04-28,54.7,4,"Apr",1851,"Spring"
"1685",1851-05-28,45,5,"May",1851,"Spring"
"1686",1851-06-28,101.5,6,"Jun",1851,"Summer"
"1687",1851-07-28,90.3,7,"Jul",1851,"Summer"
"1688",1851-08-28,96.6,8,"Aug",1851,"Summer"
"1689",1851-09-28,49.4,9,"Sep",1851,"Autumn"
"1690",1851-10-28,113.4,10,"Oct",1851,"Autumn"
"1691",1851-11-28,45.4,11,"Nov",1851,"Autumn"
"1692",1851-12-28,68.8,12,"Dec",1851,"Winter"
"1693",1852-01-28,161.4,1,"Jan",1852,"Winter"
"1694",1852-02-28,92.4,2,"Feb",1852,"Winter"
"1695",1852-03-28,44.6,3,"Mar",1852,"Spring"
"1696",1852-04-28,44.4,4,"Apr",1852,"Spring"
"1697",1852-05-28,70.2,5,"May",1852,"Spring"
"1698",1852-06-28,179.4,6,"Jun",1852,"Summer"
"1699",1852-07-28,68.6,7,"Jul",1852,"Summer"
"1700",1852-08-28,110.1,8,"Aug",1852,"Summer"
"1701",1852-09-28,57.3,9,"Sep",1852,"Autumn"
"1702",1852-10-28,88.7,10,"Oct",1852,"Autumn"
"1703",1852-11-28,223.2,11,"Nov",1852,"Autumn"
"1704",1852-12-28,208.2,12,"Dec",1852,"Winter"
"1705",1853-01-28,144.7,1,"Jan",1853,"Winter"
"1706",1853-02-28,43,2,"Feb",1853,"Winter"
"1707",1853-03-28,83.5,3,"Mar",1853,"Spring"
"1708",1853-04-28,75.3,4,"Apr",1853,"Spring"
"1709",1853-05-28,33.2,5,"May",1853,"Spring"
"1710",1853-06-28,77.5,6,"Jun",1853,"Summer"
"1711",1853-07-28,100.5,7,"Jul",1853,"Summer"
"1712",1853-08-28,82.9,8,"Aug",1853,"Summer"
"1713",1853-09-28,60.2,9,"Sep",1853,"Autumn"
"1714",1853-10-28,185.1,10,"Oct",1853,"Autumn"
"1715",1853-11-28,106,11,"Nov",1853,"Autumn"
"1716",1853-12-28,48.4,12,"Dec",1853,"Winter"
"1717",1854-01-28,138.6,1,"Jan",1854,"Winter"
"1718",1854-02-28,36,2,"Feb",1854,"Winter"
"1719",1854-03-28,37.3,3,"Mar",1854,"Spring"
"1720",1854-04-28,18.8,4,"Apr",1854,"Spring"
"1721",1854-05-28,100,5,"May",1854,"Spring"
"1722",1854-06-28,110.4,6,"Jun",1854,"Summer"
"1723",1854-07-28,102.6,7,"Jul",1854,"Summer"
"1724",1854-08-28,60.5,8,"Aug",1854,"Summer"
"1725",1854-09-28,47.8,9,"Sep",1854,"Autumn"
"1726",1854-10-28,77.8,10,"Oct",1854,"Autumn"
"1727",1854-11-28,74.6,11,"Nov",1854,"Autumn"
"1728",1854-12-28,94.9,12,"Dec",1854,"Winter"
"1729",1855-01-28,16.5,1,"Jan",1855,"Winter"
"1730",1855-02-28,59.1,2,"Feb",1855,"Winter"
"1731",1855-03-28,86,3,"Mar",1855,"Spring"
"1732",1855-04-28,36.7,4,"Apr",1855,"Spring"
"1733",1855-05-28,79.8,5,"May",1855,"Spring"
"1734",1855-06-28,68.2,6,"Jun",1855,"Summer"
"1735",1855-07-28,84.1,7,"Jul",1855,"Summer"
"1736",1855-08-28,105,8,"Aug",1855,"Summer"
"1737",1855-09-28,50.7,9,"Sep",1855,"Autumn"
"1738",1855-10-28,103.2,10,"Oct",1855,"Autumn"
"1739",1855-11-28,49.2,11,"Nov",1855,"Autumn"
"1740",1855-12-28,87.4,12,"Dec",1855,"Winter"
"1741",1856-01-28,111.6,1,"Jan",1856,"Winter"
"1742",1856-02-28,82,2,"Feb",1856,"Winter"
"1743",1856-03-28,35.9,3,"Mar",1856,"Spring"
"1744",1856-04-28,76.2,4,"Apr",1856,"Spring"
"1745",1856-05-28,124.1,5,"May",1856,"Spring"
"1746",1856-06-28,59.6,6,"Jun",1856,"Summer"
"1747",1856-07-28,44.7,7,"Jul",1856,"Summer"
"1748",1856-08-28,87.7,8,"Aug",1856,"Summer"
"1749",1856-09-28,91.7,9,"Sep",1856,"Autumn"
"1750",1856-10-28,82.4,10,"Oct",1856,"Autumn"
"1751",1856-11-28,39.3,11,"Nov",1856,"Autumn"
"1752",1856-12-28,115.3,12,"Dec",1856,"Winter"
"1753",1857-01-28,97.2,1,"Jan",1857,"Winter"
"1754",1857-02-28,56.7,2,"Feb",1857,"Winter"
"1755",1857-03-28,98.3,3,"Mar",1857,"Spring"
"1756",1857-04-28,118.7,4,"Apr",1857,"Spring"
"1757",1857-05-28,53.8,5,"May",1857,"Spring"
"1758",1857-06-28,81.7,6,"Jun",1857,"Summer"
"1759",1857-07-28,59.4,7,"Jul",1857,"Summer"
"1760",1857-08-28,66.4,8,"Aug",1857,"Summer"
"1761",1857-09-28,90.6,9,"Sep",1857,"Autumn"
"1762",1857-10-28,80.4,10,"Oct",1857,"Autumn"
"1763",1857-11-28,95.7,11,"Nov",1857,"Autumn"
"1764",1857-12-28,64.4,12,"Dec",1857,"Winter"
"1765",1858-01-28,61.4,1,"Jan",1858,"Winter"
"1766",1858-02-28,69.7,2,"Feb",1858,"Winter"
"1767",1858-03-28,51.7,3,"Mar",1858,"Spring"
"1768",1858-04-28,143.5,4,"Apr",1858,"Spring"
"1769",1858-05-28,86.4,5,"May",1858,"Spring"
"1770",1858-06-28,43,6,"Jun",1858,"Summer"
"1771",1858-07-28,83,7,"Jul",1858,"Summer"
"1772",1858-08-28,69.5,8,"Aug",1858,"Summer"
"1773",1858-09-28,85.3,9,"Sep",1858,"Autumn"
"1774",1858-10-28,83.2,10,"Oct",1858,"Autumn"
"1775",1858-11-28,68.6,11,"Nov",1858,"Autumn"
"1776",1858-12-28,141.1,12,"Dec",1858,"Winter"
"1777",1859-01-28,89.8,1,"Jan",1859,"Winter"
"1778",1859-02-28,51,2,"Feb",1859,"Winter"
"1779",1859-03-28,90.1,3,"Mar",1859,"Spring"
"1780",1859-04-28,106.9,4,"Apr",1859,"Spring"
"1781",1859-05-28,16.3,5,"May",1859,"Spring"
"1782",1859-06-28,36.5,6,"Jun",1859,"Summer"
"1783",1859-07-28,63.1,7,"Jul",1859,"Summer"
"1784",1859-08-28,90.3,8,"Aug",1859,"Summer"
"1785",1859-09-28,132.4,9,"Sep",1859,"Autumn"
"1786",1859-10-28,76.9,10,"Oct",1859,"Autumn"
"1787",1859-11-28,120,11,"Nov",1859,"Autumn"
"1788",1859-12-28,115.9,12,"Dec",1859,"Winter"
"1789",1860-01-28,164.6,1,"Jan",1860,"Winter"
"1790",1860-02-28,52.1,2,"Feb",1860,"Winter"
"1791",1860-03-28,86.2,3,"Mar",1860,"Spring"
"1792",1860-04-28,56.4,4,"Apr",1860,"Spring"
"1793",1860-05-28,101.4,5,"May",1860,"Spring"
"1794",1860-06-28,154.4,6,"Jun",1860,"Summer"
"1795",1860-07-28,68.3,7,"Jul",1860,"Summer"
"1796",1860-08-28,152.2,8,"Aug",1860,"Summer"
"1797",1860-09-28,52.3,9,"Sep",1860,"Autumn"
"1798",1860-10-28,76.7,10,"Oct",1860,"Autumn"
"1799",1860-11-28,90.9,11,"Nov",1860,"Autumn"
"1800",1860-12-28,88.4,12,"Dec",1860,"Winter"
"1801",1861-01-28,88.9,1,"Jan",1861,"Winter"
"1802",1861-02-28,90.3,2,"Feb",1861,"Winter"
"1803",1861-03-28,120.5,3,"Mar",1861,"Spring"
"1804",1861-04-28,36,4,"Apr",1861,"Spring"
"1805",1861-05-28,18.2,5,"May",1861,"Spring"
"1806",1861-06-28,99.4,6,"Jun",1861,"Summer"
"1807",1861-07-28,164.4,7,"Jul",1861,"Summer"
"1808",1861-08-28,165,8,"Aug",1861,"Summer"
"1809",1861-09-28,174.7,9,"Sep",1861,"Autumn"
"1810",1861-10-28,99.2,10,"Oct",1861,"Autumn"
"1811",1861-11-28,114.5,11,"Nov",1861,"Autumn"
"1812",1861-12-28,78.5,12,"Dec",1861,"Winter"
"1813",1862-01-28,158.9,1,"Jan",1862,"Winter"
"1814",1862-02-28,41.5,2,"Feb",1862,"Winter"
"1815",1862-03-28,104.2,3,"Mar",1862,"Spring"
"1816",1862-04-28,100,4,"Apr",1862,"Spring"
"1817",1862-05-28,100.5,5,"May",1862,"Spring"
"1818",1862-06-28,91.4,6,"Jun",1862,"Summer"
"1819",1862-07-28,100.2,7,"Jul",1862,"Summer"
"1820",1862-08-28,76.7,8,"Aug",1862,"Summer"
"1821",1862-09-28,63.8,9,"Sep",1862,"Autumn"
"1822",1862-10-28,152.4,10,"Oct",1862,"Autumn"
"1823",1862-11-28,87.8,11,"Nov",1862,"Autumn"
"1824",1862-12-28,126.7,12,"Dec",1862,"Winter"
"1825",1863-01-28,104,1,"Jan",1863,"Winter"
"1826",1863-02-28,47.3,2,"Feb",1863,"Winter"
"1827",1863-03-28,100.7,3,"Mar",1863,"Spring"
"1828",1863-04-28,55.5,4,"Apr",1863,"Spring"
"1829",1863-05-28,59.5,5,"May",1863,"Spring"
"1830",1863-06-28,83.9,6,"Jun",1863,"Summer"
"1831",1863-07-28,26.7,7,"Jul",1863,"Summer"
"1832",1863-08-28,124.9,8,"Aug",1863,"Summer"
"1833",1863-09-28,114.5,9,"Sep",1863,"Autumn"
"1834",1863-10-28,172.7,10,"Oct",1863,"Autumn"
"1835",1863-11-28,124,11,"Nov",1863,"Autumn"
"1836",1863-12-28,94.7,12,"Dec",1863,"Winter"
"1837",1864-01-28,79.9,1,"Jan",1864,"Winter"
"1838",1864-02-28,51.2,2,"Feb",1864,"Winter"
"1839",1864-03-28,88.2,3,"Mar",1864,"Spring"
